mix,Metabolite Name,MW,Estimated RT,TMS,MeOx,InChIKey
2,acetol,74.03677943,15.293,1,,XLSMFKSTNGKWQX-UHFFFAOYSA-N
2,orotic acid,156.0171066,15.794,3,,PXQPEWDEAKTCGB-UHFFFAOYSA-N
2,shikimic acid,174.0528234,16.433,4,,JXOHGGNKMLTUBP-HSUXUTPPSA-N
2,lumazine,164.0334254,17.016,2,,UYEUUXMDVNYCAM-UHFFFAOYSA-N
2,2-keto-L-gulonic acid,194.0426527,17.433,5,,VBUYCZFBVCCYFD-NUNKFHFFSA-N
2,D-sorbitol,182.0790382,17.898,6,,FBPFZTCFMRRESA-JGWLITMVSA-N
2,palmitic acid,256.2402303,18.846,1,,IPCSVZSSVZVIGE-UHFFFAOYSA-N
2,3-amino-L-tyrosine,196.0847923,19.524,4,,POGSZHUEECCEAP-ZETCQYMHSA-N
2,atropine,289.1677936,21.001,1,,RKUNBYITZUJHSG-PJPHBNEVSA-N
2,inosine,268.0807695,23.396,4,,UGQMRVRMYYASKQ-KQYNXXCUSA-N
2,piperine,285.1364935,24.933,0,,MXXWOMGUGJBKIW-YPCIICBESA-N
2,lanosterol,426.3861662,28.901,1,,CAHGCLMLTWQZNJ-BQNIITSRSA-N
3,p-cymene,134.1095504,6.529,0,,HFPZCAJZSCWRBC-UHFFFAOYSA-N
3,L-norleucine,131.0946287,8.945,2,,LRQKBLKVPFOOQJ-YFKPBYRVSA-N
3,urea,60.03236276,9.599,2,,XSQUKJJJFZCRTK-UHFFFAOYSA-N
3,pyrrole-2-carboxylic acid,111.0320284,10.97,2,,WRHZVMBBRYBTKZ-UHFFFAOYSA-N
3,hydrocinnamic acid,150.0680796,11.9,1,,XMIIGOLPHOKFCH-UHFFFAOYSA-N
3,4-hydroxybenzaldehyde,122.0367794,13.005,2,1,RGHHSNMVTDWUBI-UHFFFAOYSA-N
3,N-methylanthranilic acid,151.0633285,13.522,2,,WVMBPWMAQDVZCM-UHFFFAOYSA-N
3,3-hydroxyphenylacetic acid,152.0473441,14.264,2,,FVMDYYGIDFPZAX-UHFFFAOYSA-N
3,L-carnitine,161.1051933,15.426,2,,PHIQHXFUZVPYII-ZCFIWIBFSA-N
3,4-nitrocatechol,155.0218576,15.807,2,,XJNPNXSISMKQEX-UHFFFAOYSA-N
3,2-hydroxycinnamic acid,164.0473441,16.486,2,,PMOWTIHVNWZYFI-AATRIKPKSA-N
3,carbazole,167.0734993,17.044,1,,UJOBWOGCFQCDNV-UHFFFAOYSA-N
3,methyl palmitoleate,268.2402303,17.466,0,,IZFGRAGOVZCUFB-HJWRWDBZSA-N
3,pantothenic acid,219.1106726,17.903,4,,GHOKWGTUZJEAQD-ZETCQYMHSA-N
3,scopoletin,192.0422587,18.913,1,,RODXRVNMMDRFIK-UHFFFAOYSA-N
3,phytol,296.3079159,19.668,1,,BOTWFXYSPFMFNR-PYDDKJGSSA-N
3,phenyl beta-D-glucopyranoside,256.0946882,21.186,4,,NEZJDVYDSZTRFS-RMPHRYRLSA-N
3,phytosphingosine,317.2929941,23.498,4,,AERBNCYCJBRYDG-KSZLIROESA-N
3,2'-deoxyguanosine,267.0967539,24.95,4,,YKBGVTZYEHREMT-KVQBGUIXSA-N
4,lactic acid,90.03169405,6.851,2,,JVTAAEKCZFNVCJ-UHFFFAOYSA-N
4,DL-glyceraldehyde,90.03169405,8.974,3,1,MNQZXJOMYWMBOU-UHFFFAOYSA-N
4,"cis-1,2-cyclohexanediol",116.0837296,9.701,2,,PFURGBBHAOXLIO-OLQVQODUSA-N
4,citraconic acid,130.0266087,11.003,2,,HNEGQIOMVPPMNR-IHWYPQMZSA-N
4,6-hydroxycaproic acid,132.0786442,12.059,2,,IWHLYPDWHHPVAA-UHFFFAOYSA-N
4,adipic acid,146.0579088,13.01,2,,WNLRTRBMVRJNCN-UHFFFAOYSA-N
4,cinnamic acid,148.0524295,13.562,1,,WBYWAXJHAXSJNI-VOTSOKGWSA-N
4,4-hydroxybenzoic acid,138.031694,14.505,2,,FJKROLUGYXJWQN-UHFFFAOYSA-N
4,DL-glyceraldehyde 3-phosphate,169.9980249,15.456,4,1,LXJXRIRHZLFYRP-UHFFFAOYSA-N
4,citrulline,175.0956913,15.82,4,,RHGKLRLOHDJJDR-BYPYZUCNSA-N
4,3-phosphoglyceric acid,185.9929396,16.504,4,,OSJPPGNTCRNQQC-UHFFFAOYSA-N
4,adenine,135.0544952,17.066,2,,GFFGJBXGBJISGV-UHFFFAOYSA-N
4,urocanic acid,138.0429274,17.468,2,,LOIYMIARKYCTBW-OWOJBTEDSA-N
4,L-ascorbic acid,176.032088,17.939,4,,CIWBSHSKHKDKBQ-JLAZNSOCSA-N
4,xanthotoxin,216.0422587,18.981,0,,QXKHYNVANLEOEG-UHFFFAOYSA-N
4,5-methoxy-3-indoleacetic acid,205.0738932,19.743,2,,COCNDHOPIHDTHK-UHFFFAOYSA-N
4,melatonin,232.1211778,21.92,2,,DRLFMBDRBRZALE-UHFFFAOYSA-N
4,androsterone,290.2245802,23.505,2,,QGXBDMJGAMFCBF-HLUDHZFRSA-N
4,cortisone,360.193674,25.002,4,,MFYSYFVPBJMHGN-ZPOLXVRWSA-N
5,glycolic acid,76.01604399,7.049,2,,AEMRFAOFKBGASW-UHFFFAOYSA-N
5,1-indanol,134.0731649,9.022,1,,YIAPLDFPUUJILH-UHFFFAOYSA-N
5,N-omega-acetylhistamine,153.090212,9.714,2,,XJWPISBUKWZALE-UHFFFAOYSA-N
5,mandelonitrile,133.0527638,11.038,1,,NNICRUQPODTGRU-UHFFFAOYSA-N
5,salicyl alcohol,124.0524295,12.068,2,,CQRYARSYNCAZFO-UHFFFAOYSA-N
5,O-acetylsalicylic acid,180.0422587,13.044,1,,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
5,creatinine,113.0589119,13.629,1,,DDRJAANPRJIHGJ-UHFFFAOYSA-N
5,5-aminoimidazole-4-carboxamide,126.0541608,14.616,3,,DVNYTAVYBRSTGK-UHFFFAOYSA-N
5,3-(3-hydroxyphenyl)propionic acid,166.0629942,15.597,2,,QVWAEZJXDYOKEH-UHFFFAOYSA-N
5,trans-aconitic acid,174.0164379,15.842,3,,GTZCVFVGUGFEME-HNQUOIGGSA-N
5,10-hydroxydecanoic acid,188.1412445,16.514,2,,YJCJVMMDTBEITC-UHFFFAOYSA-N
5,quinic acid,192.0633881,17.076,5,,AAWZDTNXLSGCEK-LNVDRNJUSA-N
5,tyramine,137.084064,17.562,2,,DZGWFCGJZKJUFP-UHFFFAOYSA-N
5,sinapyl alcohol,210.0892089,17.979,2,,LZFOPEXOUVTGJS-ONEGZZNKSA-N
5,N-carbobenzyloxy-L-leucine,265.1314081,18.989,2,,USPFMEKVPDBMCG-LBPRGKRZSA-N
5,caffeic acid,180.0422587,19.755,3,,QAIPRVGONGVQAS-DUXPYHPUSA-N
5,N-acetyl-5-hydroxytryptamine,218.1055277,22.156,3,,MVAWJSIDNICKHF-UHFFFAOYSA-N
5,2'-deoxyadenosine,251.1018393,23.781,3,,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
5,palatinose,342.1162115,25.482,8,,PVXPPJIGRGXGCY-TZLCEDOOSA-N
6,2-hydroxybutyric acid,104.0473441,7.852,2,,AFENDNXGAFYKQO-UHFFFAOYSA-N
6,1-aminocyclopropane-1-carboxylic acid,101.0476785,9.022,2,,PAJPWUMXBYXFCZ-UHFFFAOYSA-N
6,glycerol,92.04734411,9.941,3,,PEDCQBHIVMGVHV-UHFFFAOYSA-N
6,4-aminophenol,109.0527638,11.046,2,,PLIKAWJENQZMHA-UHFFFAOYSA-N
6,2-hydroxyacetophenone,136.0524295,12.084,1,,ZWVHTXAYIKBMEE-UHFFFAOYSA-N
6,4-nitrophenol,139.026943,13.075,1,,BTJIUGUIPKRLHP-UHFFFAOYSA-N
6,2-carboxybenzaldehyde,150.031694,13.826,2,1,DYNFCHNNOHNJFG-UHFFFAOYSA-N
6,N-acetyl-L-aspartic acid,175.0480724,14.828,3,,OTCCIMWXFLJLIA-BYPYZUCNSA-N
6,L-(−)-fucose,164.0684735,15.614,5,1,SHZGCJCMOBCMKK-DHVFOXMCSA-N
6,L-methionine sulfoxide,165.0459644,15.868,2,,QEFRNWWLZKMPFJ-YGVKFDHGSA-N
6,indole-3-carbinol,147.0684139,16.515,2,,IVYPNXXAYMYVSP-UHFFFAOYSA-N
6,D-panthenol,205.1314081,17.151,4,,SNPLKNRPJHDVJA-ZETCQYMHSA-N
6,9-fluorenone,180.0575149,17.583,1,1,YLQWCDOCJODRMT-UHFFFAOYSA-N
6,1-hexadecanol,242.2609657,18.045,1,,BXWNKGSJHAJOGX-UHFFFAOYSA-N
6,N-acetyl-D-mannosamine,221.0899372,19.177,6,1,OVRNDRQMDRJTHS-ZTVVOAFPSA-N
6,"1,4-dihydroxy-2-naphthoic acid",204.0422587,20.122,3,,VOJUXHHACRXLTD-UHFFFAOYSA-N
6,abietic acid ,302.2245802,22.343,1,,RSWGJHLUYNHPMX-ONCXSQPRSA-N
6,adenosine,267.0967539,23.825,4,,OIRDTQYFTABQOQ-KQYNXXCUSA-N
6,daidzein,254.0579088,25.974,3,1,ZQSIJRDFPHDXIC-UHFFFAOYSA-N
7,oxalic acid,89.99530854,7.883,2,,MUBZPKHOEPUJKR-UHFFFAOYSA-N
7,methylmalonic acid,118.0266087,9.088,2,,ZIYVHBGGAOATLY-UHFFFAOYSA-N
7,ortho-phosphoric acid,97.97689557,9.966,3,,NBIIXXVUZAFLBC-UHFFFAOYSA-N
7,L-homoserine,119.0582431,11.141,3,,UKAUYVFTDYCKQA-VKHMYHEASA-N
7,benzamide,121.0527638,12.105,1,,KXDAEFPNCMNJSK-UHFFFAOYSA-N
7,salicylic acid,138.031694,13.075,2,,YGSDEFSMJLZEOE-UHFFFAOYSA-N
7,2-isopropylmalic acid,176.0684735,13.836,3,,BITYXLXUCSKTJS-UHFFFAOYSA-N
7,DL-threo-beta-hydroxyaspartic acid ,149.0324223,14.885,4,,YYLQUHNPNCGKJQ-LWMBPPNESA-N
7,quinolinic acid,167.0218576,15.62,2,,GJAWHXHKYYXBSV-UHFFFAOYSA-N
7,"2,4-dihydroxypyrimidine-5-carboxylic acid",156.0171066,16.062,3,,ZXYAAVBXHKCJJB-UHFFFAOYSA-N
7,D-(-)-fructose,180.0633881,17.18,5,,BJHIKXHVCXFQLS-UYFOZJQFSA-N
7,benzoin,212.0837296,16.532,2,1,ISAOCJYIOMOJEB-UHFFFAOYSA-N
7,coniferyl alcohol ,180.0786442,17.849,2,,JMFRWRFFLBVWSI-NSCUHMNNSA-N
7,N-acetyl-D-glucosamine,221.0899372,19.196,6,1,OVRNDRQMDRJTHS-RTRLPJTCSA-N
7,phlorobenzophenone,230.0579088,20.298,4,,CPEXFJVZFNYXGU-UHFFFAOYSA-N
7,serotonin,176.094963,22.532,3,,QZAYGJVTTNCVMB-UHFFFAOYSA-N
7,sucrose,342.1162115,23.988,8,,CZMRCDWAGMRECN-UGDNZRGBSA-N
7,"4′,5,7-trihydroxyisoflavone",270.0528234,26.165,3,,TZBJGXHYKVUXJN-UHFFFAOYSA-N
8,m-cresol,108.0575149,8.03,1,,RLSSMJSEOOYNOY-UHFFFAOYSA-N
8,L-canavanine,176.0909403,9.22,4,,FSBIGDSBMBYOPN-VKHMYHEASA-N
8,N-acetyl-L-serine,147.0531578,10.009,3,,JJIHLJJYMXLCOY-BYPYZUCNSA-N
8,β-cyano-L-alanine,114.0429274,11.288,2,,BXRLWGXPSRYJDZ-VKHMYHEASA-N
8,maleamic acid,115.026943,12.152,2,,FSQQTNAZHBEJLS-UPHRSURJSA-N
8,p-anisic acid,152.0473441,13.247,1,,ZEYHEAKUIGZSGI-UHFFFAOYSA-N
8,2-(4-hydroxyphenyl)ethanol ,138.0680796,13.841,2,,YCCILVSKPBXVIP-UHFFFAOYSA-N
8,3-(2-hydroxyphenyl)propanoic acid,166.0629942,15.087,2,,CJBDUOMQLFKVQC-UHFFFAOYSA-N
8,"5,6-Dimethylbenzimidazole",146.0843983,15.622,1,,LJUQGASMPRMWIW-UHFFFAOYSA-N
8,4-quinolinecarboxylic acid,173.0476785,16.078,1,,VQMSRUREDGBWKT-UHFFFAOYSA-N
8,homogentisic acid,168.0422587,16.726,3,,IGMNYECMUMZDDF-UHFFFAOYSA-N
8,benzylsuccinic acid,208.0735589,17.197,2,,GTOFKXZQQDSVFH-UHFFFAOYSA-N
8,4-hydroxycinnamic acid,164.0473441,17.854,2,,NGSWKAQJJWESNS-ZZXKWVIFSA-N
8,indole-3-acetamide,174.0793129,18.115,2,,ZOAMBXDOGPRZLP-UHFFFAOYSA-N
8,uric acid,168.02834,19.331,4,,LEHOTFFKMJEONL-UHFFFAOYSA-N
8,oleic acid,282.2558803,20.504,1,,ZQPPMHVWECSIRJ-KTKRTIGZSA-N
8,DL-dihydrosphingosine,301.2980795,22.538,3,,OTKJDMGTUTTYMP-UHFFFAOYSA-N
8,dihydrocapsaicin,307.2147438,24.069,2,,XJQPQKLURWNAAH-UHFFFAOYSA-N
8,FAD,785.1571354,26.827,9,,VWWQXMAJTJZDQX-UYBVJOGSSA-N
9,sarcosine,89.04767847,8.032,2,,FSYKKLYZXJSNPZ-UHFFFAOYSA-N
9,nonanoic acid,158.1306798,9.248,1,,FBUKVWPVBMHYJY-UHFFFAOYSA-N
9,2'-deoxycytidine,227.0906059,10.037,3,,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
9,biphenyl,154.0782503,11.505,0,,ZUOUZKKEUPVFJK-UHFFFAOYSA-N
9,cytosine,111.0432618,12.454,2,,OPTASPLRGRRNAP-UHFFFAOYSA-N
9,4-isopropylbenzoic acid,164.0837296,13.247,1,,CKMXAIVXVKGGFM-UHFFFAOYSA-N
9,tropic acid,166.0629942,14.059,2,,JACRWUWPXAESPB-UHFFFAOYSA-N
9,N-formyl-L-methionine,177.0459644,15.112,3,,PYUSHNKNPOHWEZ-YFKPBYRVSA-N
9,2-amino-1-phenylethanol ,137.084064,15.668,2,,ULSIYEODSMZIPX-UHFFFAOYSA-N
9,DL-4-hydroxymandelic acid,168.0422587,16.126,3,,YHXHKYRQLYQUIH-UHFFFAOYSA-N
9,"3,4-dihydroxyphenylacetic acid",168.0422587,16.728,3,,CFFZDZCDUFSOFZ-UHFFFAOYSA-N
9,allantoin,158.0439901,17.293,4,,POJWUDADGALRAB-UHFFFAOYSA-N
9,octanal,128.1201151,17.864,1,1,NUJGJRNETVAIRJ-UHFFFAOYSA-N
9,O-succinylhomoserine,219.0742871,18.203,3,,GNISQJGXJIDKDJ-YFKPBYRVSA-N
9,(-)-Willardiine,199.0593058,19.372,3,,FACUYWPMDKTVFU-BYPYZUCNSA-N
9,alpha-santonin,246.1255944,20.581,1,,XJHDMGJURBVLLE-BOCCBSBMSA-N
9,biotin,244.0881636,22.566,3,,YBJHBAHKTGYVGT-ZKWXMUAHSA-N
9,androstenedione,286.1932801,24.676,2,,AEMFNILZOJDQLW-QAGGRKNESA-N
9,kaempferol,286.047738,26.86,4,,IYRMWMYZSQPJKC-UHFFFAOYSA-N
10,2-furoic acid,112.016044,8.073,1,,SMNDYUVBFMFKNZ-UHFFFAOYSA-N
10,guaiacol,124.0524295,9.288,1,,LHGVFZTZFXWLCP-UHFFFAOYSA-N
10,"1,4-cyclohexanedione",112.0524295,10.212,2,,DCZFGQYXRKMVFG-UHFFFAOYSA-N
10,4-methylcatechol,124.0524295,11.51,2,,ZBCATMYQYDCTIZ-UHFFFAOYSA-N
10,4-acetamidobutyric acid,145.0738932,12.863,2,,UZTFMUBKZQVKLK-UHFFFAOYSA-N
10,3-isochromanone,148.0524295,13.248,0,,ILHLUZUMRJQEAH-UHFFFAOYSA-N
10,phosphoenolpyruvic acid,167.9823749,14.176,3,,DTBNBXWJWCWCIK-UHFFFAOYSA-N
10,D-ribose,150.0528234,15.113,4,,SRBFZHDQGSBBOR-SOOFDHNKSA-N
10,"2,3-dihydroxybenzoic acid",154.0266087,15.698,3,,GLDQAMYCGOIJDV-UHFFFAOYSA-N
10,methyl L-tyrosinate,195.0895433,16.205,2,,MWZPENIJLUWBSY-VIFPVBQESA-N
10,4-pyridoxic acid,183.0531578,16.794,3,,HXACOUQIXZGNBF-UHFFFAOYSA-N
10,δ-Gluconolactone,178.047738,17.303,4,,PHOQVHQSTUBQQK-SQOUGZDYSA-N
10,N-benzyloxycarbonylglycine,209.0688078,17.879,2,,CJUMAFVKTCBCJK-UHFFFAOYSA-N
10,methyl heptadecanoate,284.2715304,18.711,0,,HUEBIMLTDXKIPR-UHFFFAOYSA-N
10,mono(2-ethylhexyl)phthalate,278.1518092,19.512,1,,DJDSLBVSSOQSLW-UHFFFAOYSA-N
10,stearic acid,284.2715304,20.675,1,,QIQXTHQIDYTFRH-UHFFFAOYSA-N
10,cytidine,243.0855205,22.611,4,,UHDGCWIWMRVCDJ-XVFCMESISA-N
10,maltose,342.1162115,24.702,9,1,GUBGYTABKSRVRQ-QUYVBRFLSA-N
10,alpha-tocopherol,430.3810808,27.379,1,,GVJHHUAWPYXKBD-IEOSBIPESA-N
